ID	,	ALTX	,	ALARM_TEXT_KOREA	,	ALARM_TEXT_CHINA	,	ALARM_TEXT_ENGLISH	,	ALARM_TEXT_VIETNAM	,	ALARM_ACTION_TEXT_KOREA	,	ALARM_ACTION_TEXT_CHINA	,	ALARM_ACTION_TEXT_ENGLIST	,	ALARM_ACTION_TEXT_VIETNAM	,	LEVEL	,	UNIT	,	BOX_TYPE	,	BOX_RECTANGLE_X	,	BOX_RECTANGLE_Y	,	BOX_RECTANGLE_WIDTH	,	BOX_RECTANGLE_HEIGHT
13103	,	SE_OUT_FLIP_P1_SENSOR_CHECK	,	OUT플립 P1 셀 확인에 실패 했습니다 (센서)	,	OUT_FLIP_P1_CELL_SENSOR_CHECK_FAILED	,	OUT_FLIP_P1_CELL_SENSOR_CHECK_FAILED	,	OUT_FLIP_P1_CELL_SENSOR_CHECK_FAILED	,	OUT플립 P1 패널 상태를 확인해주세요.	,	CHECK THE PANEL STATUS OF THE OUT FLIP P1.	,	CHECK THE PANEL STATUS OF THE OUT FLIP P1.	,	CHECK THE PANEL STATUS OF THE OUT FLIP P1.	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.8426966	,	0.4726563	,	0.07865169	,	0.08854166
13104	,	SE_OUT_FLIP_P1_VACUUM_OVERLAP	,	OUT플립 P1 셀 겹침 확인되었습니다 (진공)	,	OUT_FLIP_P1_CELL_VACUUM_OVERLAP_FAILED	,	OUT_FLIP_P1_CELL_VACUUM_OVERLAP_FAILED	,	OUT_FLIP_P1_CELL_VACUUM_OVERLAP_FAILED	,	OUT플립 P1 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE OUT FLIP P1.	,	CHECK THE VACUUM STATUS OF THE OUT FLIP P1.	,	CHECK THE VACUUM STATUS OF THE OUT FLIP P1.	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.8426966	,	0.4726563	,	0.07865169	,	0.08854166
13105	,	SE_OUT_FLIP_P1_SENSOR_OVERLAP	,	OUT플립 P1 셀 겹침 확인되었습니다 (센서)	,	OUT_FLIP_P1_CELL_SENSOR_OVERLAP_FAILED	,	OUT_FLIP_P1_CELL_SENSOR_OVERLAP_FAILED	,	OUT_FLIP_P1_CELL_SENSOR_OVERLAP_FAILED	,	OUT플립 P1 패널 상태를 확인해주세요.	,	CHECK THE PANEL STATUS OF THE OUT FLIP P1.	,	CHECK THE PANEL STATUS OF THE OUT FLIP P1.	,	CHECK THE PANEL STATUS OF THE OUT FLIP P1.	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.8426966	,	0.4726563	,	0.07865169	,	0.08854166
13110	,	VC_OUT_FLIP_P2_VACUUM	,	OUT플립 피커 P2 흡착에 실패 했습니다	,	OUT_FLIP_P2_VACUUM_FAILED	,	OUT_FLIP_P2_VACUUM_FAILED	,	OUT_FLIP_P2_VACUUM_FAILED	,	OUT플립 진공 P2 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF OUT FLIP P2.	,	CHECK THE VACUUM STATUS OF OUT FLIP P2.	,	CHECK THE VACUUM STATUS OF OUT FLIP P2.	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.7495987	,	0.4765625	,	0.08186196	,	0.0859375
13111	,	VC_OUT_FLIP_P2_BLOW	,	OUT플립 피커 P2 파기에 실패 했습니다	,	OUT_FLIP_P2_BLOW_FAILED	,	OUT_FLIP_P2_BLOW_FAILED	,	OUT_FLIP_P2_BLOW_FAILED	,	OUT플립 진공 P2 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF OUT FLIP P2.	,	CHECK THE VACUUM STATUS OF OUT FLIP P2.	,	CHECK THE VACUUM STATUS OF OUT FLIP P2.	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.7495987	,	0.4765625	,	0.08186196	,	0.0859375
13112	,	SE_OUT_FLIP_P2_VACUUM_CHECK	,	OUT플립 P2 셀 확인에 실패 했습니다 (진공)	,	OUT_FLIP_P2_CELL_VACUUM_CHECK_FAILED	,	OUT_FLIP_P2_CELL_VACUUM_CHECK_FAILED	,	OUT_FLIP_P2_CELL_VACUUM_CHECK_FAILED	,	OUT플립 P2 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE OUT FLIP P2.	,	CHECK THE VACUUM STATUS OF THE OUT FLIP P2.	,	CHECK THE VACUUM STATUS OF THE OUT FLIP P2.	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.7495987	,	0.4765625	,	0.08186196	,	0.0859375
13113	,	SE_OUT_FLIP_P2_SENSOR_CHECK	,	OUT플립 P2 셀 확인에 실패 했습니다 (센서)	,	OUT_FLIP_P2_CELL_SENSOR_CHECK_FAILED	,	OUT_FLIP_P2_CELL_SENSOR_CHECK_FAILED	,	OUT_FLIP_P2_CELL_SENSOR_CHECK_FAILED	,	OUT플립 P2 패널 상태를 확인해주세요.	,	CHECK THE PANEL STATUS OF THE OUT FLIP P2.	,	CHECK THE PANEL STATUS OF THE OUT FLIP P2.	,	CHECK THE PANEL STATUS OF THE OUT FLIP P2.	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.7495987	,	0.4765625	,	0.08186196	,	0.0859375
13114	,	SE_OUT_FLIP_P2_VACUUM_OVERLAP	,	OUT플립 P2 셀 겹침 확인되었습니다 (진공)	,	OUT_FLIP_P2_CELL_VACUUM_OVERLAP_FAILED	,	OUT_FLIP_P2_CELL_VACUUM_OVERLAP_FAILED	,	OUT_FLIP_P2_CELL_VACUUM_OVERLAP_FAILED	,	OUT플립 P2 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE OUT FLIP P2.	,	CHECK THE VACUUM STATUS OF THE OUT FLIP P2.	,	CHECK THE VACUUM STATUS OF THE OUT FLIP P2.	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.7495987	,	0.4765625	,	0.08186196	,	0.0859375
13115	,	SE_OUT_FLIP_P2_SENSOR_OVERLAP	,	OUT플립 P2 셀 겹침 확인되었습니다 (센서)	,	OUT_FLIP_P2_CELL_SENSOR_OVERLAP_FAILED	,	OUT_FLIP_P2_CELL_SENSOR_OVERLAP_FAILED	,	OUT_FLIP_P2_CELL_SENSOR_OVERLAP_FAILED	,	OUT플립 P2 패널 상태를 확인해주세요.	,	CHECK THE PANEL STATUS OF THE OUT FLIP P2.	,	CHECK THE PANEL STATUS OF THE OUT FLIP P2.	,	CHECK THE PANEL STATUS OF THE OUT FLIP P2.	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.7495987	,	0.4765625	,	0.08186196	,	0.0859375
13500	,	MO_OUT_SHUTTLE_X1_HOME_MOTION	,	OUT셔틀 X1축이 홈 동작 진행에 실패 했습니다	,	OUT_SHUTTLE_X1_AXIS_HOME_MOTION_FAILED	,	OUT_SHUTTLE_X1_AXIS_HOME_MOTION_FAILED	,	OUT_SHUTTLE trục X1 HOME không hoạt động 	,	OUT셔틀 X1축 드라이버 상태 확인 후 홈 동작을 수행하세요.	,	CHECK THE DRIVER STATUS OF THE OUT SHUTTLE X1 AXIS AND THEN HOME OPERATION.	,	CHECK THE DRIVER STATUS OF THE OUT SHUTTLE X1 AXIS AND THEN HOME OPERATION.	,	Sau khi kiểm tra tình trạng  DRIVER trục X1 -  OUT SHUTTLE hãy tiến hành chạy HOME .	,	HEAVY	,	OUT_SHUTTLE	,	SQUARE	,	0.7271268	,	0.4361979	,	0.2343499	,	0.1640625
13501	,	MO_OUT_SHUTTLE_X1_LOAD_MOVE	,	OUT셔틀 X1축 로드 위치 이동에 실패 했습니다 	,	OUT_SHUTTLE_X1_AXIS_LOAD_POSITION_MOVE_FAILED 	,	OUT_SHUTTLE_X1_AXIS_LOAD_POSITION_MOVE_FAILED (UPPER-EQUIPMENT POSITION)	,	OUT_SHUTTLE trục X1 không thể di chuyển vị trí LOAD (UPPER-EQUIPMENT POSITION)	,	OUT셔틀 X1축 드라이버 상태 확인해주세요.	,	CHECK THE DRIVER STATUS OF THE OUT SHUTTLE X1 AXIS.	,	CHECK THE DRIVER STATUS OF THE OUT SHUTTLE X1 AXIS.	,	Hãy kiểm tra DRIVER  trục X1 - OUT SHUTTLE.	,	HEAVY	,	OUT_SHUTTLE	,	SQUARE	,	0.7271268	,	0.4361979	,	0.2343499	,	0.1640625
13502	,	MO_OUT_SHUTTLE_X1_UNLOAD_MOVE	,	OUT셔틀 X1축 언로드 위치 이동에 실패 했습니다 	,	OUT_SHUTTLE_X1_AXIS_UNLOAD_POSITION_MOVE_FAILED	,	OUT_SHUTTLE_X1_AXIS_UNLOAD_POSITION_MOVE_FAILED (OUT-ROBOT POSITION)	,	OUT_SHUTTLE trục X1 không thể di chuyển vị trí UNLOAD (OUT-ROBOT POSITION)	,	OUT셔틀 X1축 드라이버 상태 확인해주세요.	,	CHECK THE DRIVER STATUS OF THE OUT SHUTTLE X1 AXIS.	,	CHECK THE DRIVER STATUS OF THE OUT SHUTTLE X1 AXIS.	,	Hãy kiểm tra DRIVER  trục X1 - OUT SHUTTLE.	,	HEAVY	,	OUT_SHUTTLE	,	SQUARE	,	0.7271268	,	0.4361979	,	0.2343499	,	0.1640625
13600	,	VC_OUT_SHUTTLE_P1_VACUUM	,	OUT셔틀 P1 진공 흡착에 실패 했습니다	,	OUT_SHUTTLE_P1_VACUUM_FAILED	,	OUT_SHUTTLE_P1_VACUUM_FAILED	,	OUT_SHUTTLE_P1_VACUUM_FAILED	,	OUT셔틀 P1 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P1.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P1.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P1.	,	HEAVY	,	OUT_SHUTTLE	,	SQUARE	,	0.7271268	,	0.4361979	,	0.2343499	,	0.1640625
13601	,	VC_OUT_SHUTTLE_P1_BLOW	,	OUT셔틀 P1 진공 파기에 실패 했습니다	,	OUT_SHUTTLE_P1_BLOW_FAILED	,	OUT_SHUTTLE_P1_BLOW_FAILED	,	OUT_SHUTTLE_P1_BLOW_FAILED	,	OUT셔틀 P1 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P1.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P1.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P1.	,	HEAVY	,	OUT_SHUTTLE	,	SQUARE	,	0.7271268	,	0.4361979	,	0.2343499	,	0.1640625
13602	,	SE_OUT_SHUTTLE_P1_VACUUM_CHECK	,	OUT셔틀 P1 셀 확인에 실패 했습니다 (진공)	,	OUT_SHUTTLE_P1_CELL_VACUUM_CHECK_FAILED	,	OUT_SHUTTLE_P1_CELL_VACUUM_CHECK_FAILED	,	OUT_SHUTTLE_P1_CELL_VACUUM_CHECK_FAILED	,	OUT셔틀 P1 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P1.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P1.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P1.	,	HEAVY	,	OUT_SHUTTLE	,	SQUARE	,	0.7271268	,	0.4361979	,	0.2343499	,	0.1640625
13603	,	SE_OUT_SHUTTLE_P1_SENSOR_CHECK	,	OUT셔틀 P1 셀 확인에 실패 했습니다 (센서)	,	OUT_SHUTTLE_P1_CELL_SENSOR_CHECK_FAILED	,	OUT_SHUTTLE_P1_CELL_SENSOR_CHECK_FAILED	,	OUT_SHUTTLE_P1_CELL_SENSOR_CHECK_FAILED	,	OUT셔틀 P1 패널 상태를 확인해주세요.	,	CHECK THE PANNEL STATUS OF THE OUT SHUTTLE P1.	,	CHECK THE PANNEL STATUS OF THE OUT SHUTTLE P1.	,	CHECK THE PANNEL STATUS OF THE OUT SHUTTLE P1.	,	HEAVY	,	OUT_SHUTTLE	,	SQUARE	,	0.7271268	,	0.4361979	,	0.2343499	,	0.1640625
13604	,	SE_OUT_SHUTTLE_P1_VACUUM_OVERLAP	,	OUT셔틀 P1 셀 겹침 확인되었습니다 (진공)	,	OUT_SHUTTLE_P1_CELL_VACUUM_OVERLAP_FAILED	,	OUT_SHUTTLE_P1_CELL_VACUUM_OVERLAP_FAILED	,	OUT_SHUTTLE_P1_CELL_VACUUM_OVERLAP_FAILED	,	OUT셔틀 P1 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P1.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P1.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P1.	,	HEAVY	,	OUT_SHUTTLE	,	SQUARE	,	0.7271268	,	0.4361979	,	0.2343499	,	0.1640625
13605	,	SE_OUT_SHUTTLE_P1_SENSOR_OVERLAP	,	OUT셔틀 P1 셀 겹침 확인되었습니다 (센서)	,	OUT_SHUTTLE_P1_CELL_SENSOR_OVERLAP_FAILED	,	OUT_SHUTTLE_P1_CELL_SENSOR_OVERLAP_FAILED	,	OUT_SHUTTLE_P1_CELL_SENSOR_OVERLAP_FAILED	,	OUT셔틀 P1 패널 상태를 확인해주세요.	,	CHECK THE PANNEL STATUS OF THE OUT SHUTTLE P1.	,	CHECK THE PANNEL STATUS OF THE OUT SHUTTLE P1.	,	CHECK THE PANNEL STATUS OF THE OUT SHUTTLE P1.	,	HEAVY	,	OUT_SHUTTLE	,	SQUARE	,	0.7271268	,	0.4361979	,	0.2343499	,	0.1640625
13610	,	VC_OUT_SHUTTLE_P2_VACUUM	,	OUT셔틀 P2 진공 흡착에 실패 했습니다	,	OUT_SHUTTLE_P2_VACUUM_FAILED	,	OUT_SHUTTLE_P2_VACUUM_FAILED	,	OUT_SHUTTLE_P2_VACUUM_FAILED	,	OUT셔틀 P2 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P2.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P2.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P2.	,	HEAVY	,	OUT_SHUTTLE	,	SQUARE	,	0.7271268	,	0.4361979	,	0.2343499	,	0.1640625
13612	,	VC_OUT_SHUTTLE_P2_BLOW	,	OUT셔틀 P2 진공 파기에 실패 했습니다	,	OUT_SHUTTLE_P2_BLOW_FAILED	,	OUT_SHUTTLE_P2_BLOW_FAILED	,	OUT_SHUTTLE_P2_BLOW_FAILED	,	OUT셔틀 P2 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P2.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P2.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P2.	,	HEAVY	,	OUT_SHUTTLE	,	SQUARE	,	0.7271268	,	0.4361979	,	0.2343499	,	0.1640625
13614	,	SE_OUT_SHUTTLE_P2_VACUUM_CHECK	,	OUT셔틀 P2 셀 확인에 실패 했습니다 (진공)	,	OUT_SHUTTLE_P2_CELL_VACUUM_CHECK_FAILED	,	OUT_SHUTTLE_P2_CELL_VACUUM_CHECK_FAILED	,	OUT_SHUTTLE_P2_CELL_VACUUM_CHECK_FAILED	,	OUT셔틀 P2 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P2.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P2.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P2.	,	HEAVY	,	OUT_SHUTTLE	,	SQUARE	,	0.7271268	,	0.4361979	,	0.2343499	,	0.1640625
13616	,	SE_OUT_SHUTTLE_P2_SENSOR_CHECK	,	OUT셔틀 P2 셀 확인에 실패 했습니다 (센서)	,	OUT_SHUTTLE_P2_CELL_SENSOR_CHECK_FAILED	,	OUT_SHUTTLE_P2_CELL_SENSOR_CHECK_FAILED	,	OUT_SHUTTLE_P2_CELL_SENSOR_CHECK_FAILED	,	OUT셔틀 P2 패널 상태를 확인해주세요.	,	CHECK THE PANNEL STATUS OF THE OUT SHUTTLE P2.	,	CHECK THE PANNEL STATUS OF THE OUT SHUTTLE P2.	,	CHECK THE PANNEL STATUS OF THE OUT SHUTTLE P2.	,	HEAVY	,	OUT_SHUTTLE	,	SQUARE	,	0.7271268	,	0.4361979	,	0.2343499	,	0.1640625
13618	,	SE_OUT_SHUTTLE_P2_VACUUM_OVERLAP	,	OUT셔틀 P2 셀 겹침 확인되었습니다 (진공)	,	OUT_SHUTTLE_P2_CELL_VACUUM_OVERLAP_FAILED	,	OUT_SHUTTLE_P2_CELL_VACUUM_OVERLAP_FAILED	,	OUT_SHUTTLE_P2_CELL_VACUUM_OVERLAP_FAILED	,	OUT셔틀 P2 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P2.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P2.	,	CHECK THE VACUUM STATUS OF THE OUT SHUTTLE P2.	,	HEAVY	,	OUT_SHUTTLE	,	SQUARE	,	0.7271268	,	0.4361979	,	0.2343499	,	0.1640625
13620	,	SE_OUT_SHUTTLE_P2_SENSOR_OVERLAP	,	OUT셔틀 P2 셀 겹침 확인되었습니다 (센서)	,	OUT_SHUTTLE_P2_CELL_SENSOR_OVERLAP_FAILED	,	OUT_SHUTTLE_P2_CELL_SENSOR_OVERLAP_FAILED	,	OUT_SHUTTLE_P2_CELL_SENSOR_OVERLAP_FAILED	,	OUT셔틀 P2 패널 상태를 확인해주세요.	,	CHECK THE PANNEL STATUS OF THE OUT SHUTTLE P2.	,	CHECK THE PANNEL STATUS OF THE OUT SHUTTLE P2.	,	CHECK THE PANNEL STATUS OF THE OUT SHUTTLE P2.	,	HEAVY	,	OUT_SHUTTLE	,	SQUARE	,	0.7271268	,	0.4361979	,	0.2343499	,	0.1640625
14000	,	EM_LOWER_EQUIPMENT_N_EMERGENCY_STATE	,	하류설비에서 EMERGENCY가 발생했습니다	,	LOWER_EQUIPMENT_EMERGENCY_SIGNAL_ON	,	LOWER_EQUIPMENT_EMERGENCY_SIGNAL_ON	,	LOWER_EQUIPMENT_EMERGENCY_SIGNAL_ON	,	후 공정 설비 상태 확인해주세요.	,	CHECK THE STATUS OF THE LOWER EQUIPMENT.	,	CHECK THE STATUS OF THE LOWER EQUIPMENT.	,	Hãy kiểm tra tình trạng thiết bị công đoạn sau 	,	HEAVY	,	UNLOAD_EQ_TO_EQ	,	SQUARE	,	0.9390048	,	0.03125	,	0.05136437	,	0.9401042
14001	,	EM_LOWER_EQUIPMENT_DOOR_OPEN	,	하류설비에 DOOR가 열렸습니다	,	LOWER_EQUIPMENT_DOOR_OPEN	,	LOWER_EQUIPMENT_DOOR_OPEN	,	LOWER_EQUIPMENT_DOOR_OPEN	,	후 공정 설비 상태 확인해주세요.	,	CHECK THE STATUS OF THE LOWER EQUIPMENT.	,	CHECK THE STATUS OF THE LOWER EQUIPMENT.	,	Hãy kiểm tra tình trạng thiết bị công đoạn sau 	,	LIGHT	,	UNLOAD_EQ_TO_EQ	,	SQUARE	,	0.9390048	,	0.03125	,	0.05136437	,	0.9401042
20000	,	VI_LOADER_MCR_P1_GRAB_TIMEOUT	,	MCR P1 촬상에 실패 했습니다	,	MCR_P1_GRAB_FAILED	,	MCR_P1_GRAB_FAILED	,	Không thể chụp MCR_P1_GRAB	,	MCR 상태를 확인해주세요.	,	CHECK THE STATUS OF MCR EQUIPMENT.	,	CHECK THE STATUS OF MCR EQUIPMENT.	,	Hãy kiểm tra tình trạng MCR 	,	LIGHT	,	MCR	,	SQUARE	,	0.4430177	,	0.5742188	,	0.08025682	,	0.08463541
20001	,	VI_LOADER_MCR_P1_RESULT_TIMEOUT	,	MCR P1 결과 대기 시간을 초과 했습니다	,	MCR_P1_WAIT_RESULT_TIME_OUT	,	MCR_P1_WAIT_RESULT_TIME_OUT	,	Đã vượt quá thời gian chờ kết quả MCR P1	,	MCR 상태를 확인해주세요.	,	CHECK THE STATUS OF MCR EQUIPMENT.	,	CHECK THE STATUS OF MCR EQUIPMENT.	,	Hãy kiểm tra tình trạng MCR 	,	LIGHT	,	MCR	,	SQUARE	,	0.4430177	,	0.5742188	,	0.08025682	,	0.08463541
20002	,	VI_LOADER_MCR_P1_CONTINUOUS_FAILURE	,	MCR P1 촬상을 연속으로 실패 했습니다	,	MCR_P1_GRAB_SUCCESSIVELY_FAILED	,	MCR_P1_GRAB_SUCCESSIVELY_FAILED	,	Không thể chụp MCR_P1_GRAB	,	MCR 상태를 확인해주세요.	,	CHECK THE STATUS OF MCR EQUIPMENT.	,	CHECK THE STATUS OF MCR EQUIPMENT.	,	Hãy kiểm tra tình trạng MCR 	,	HEAVY	,	MCR	,	SQUARE	,	0.4430177	,	0.5742188	,	0.08025682	,	0.08463541
20010	,	VI_LOADER_MCR_P2_GRAB_TIMEOUT	,	MCR P2 촬상에 실패 했습니다	,	MCR_P2_GRAB_FAILED	,	MCR_P2_GRAB_FAILED	,	Không thể chụp MCR_P2_GRAB	,	MCR 상태를 확인해주세요.	,	CHECK THE STATUS OF MCR EQUIPMENT.	,	CHECK THE STATUS OF MCR EQUIPMENT.	,	Hãy kiểm tra tình trạng MCR 	,	LIGHT	,	MCR	,	SQUARE	,	0.3338684	,	0.5755208	,	0.0882825	,	0.0859375
20011	,	VI_LOADER_MCR_P2_RESULT_TIMEOUT	,	MCR P2 결과 대기 시간을 초과 했습니다	,	MCR_P2_WAIT_RESULT_TIME_OUT	,	MCR_P2_WAIT_RESULT_TIME_OUT	,	Đã vượt quá thời gian chờ kết quả MCR P2	,	MCR 상태를 확인해주세요.	,	CHECK THE STATUS OF MCR EQUIPMENT.	,	CHECK THE STATUS OF MCR EQUIPMENT.	,	Hãy kiểm tra tình trạng MCR 	,	LIGHT	,	MCR	,	SQUARE	,	0.3338684	,	0.5755208	,	0.0882825	,	0.0859375
20012	,	VI_LOADER_MCR_P2_CONTINUOUS_FAILURE	,	MCR P2 촬상을 연속으로 실패 했습니다	,	MCR_P2_GRAB_SUCCESSIVELY_FAILED	,	MCR_P2_GRAB_SUCCESSIVELY_FAILED	,	Không thể chụp MCR_P2_GRAB	,	MCR 상태를 확인해주세요.	,	CHECK THE STATUS OF MCR EQUIPMENT.	,	CHECK THE STATUS OF MCR EQUIPMENT.	,	Hãy kiểm tra tình trạng MCR 	,	HEAVY	,	MCR	,	SQUARE	,	0.3338684	,	0.5755208	,	0.0882825	,	0.0859375
20500	,	CO_PRE_ALIGN_N_DISCONNECTED	,	프리얼라인 Program 통신 연결이 끊어 졌습니다	,	PRE_ALIGN_INTERFACE_DISCONNECTED	,	PRE_ALIGN_INTERFACE_DISCONNECTED	,	PRE_ALIGN_INTERFACE_DISCONNECTED	,	프리 얼라인 프로그램 UI를 확인 후 조치해주세요.	,	PLEASE CHECK THE IN PRE ALIGN PROGRAM UI AND TAKE ACTION.	,	PLEASE CHECK THE IN PRE ALIGN PROGRAM UI AND TAKE ACTION.	,	PLEASE CHECK THE IN PRE ALIGN PROGRAM UI AND TAKE ACTION.	,	HEAVY	,	PRE_ALIGN_VISION	,	SQUARE	,	0.2391653	,	0.3984375	,	0.117175	,	0.2421875
20501	,	VI_PRE_ALIGN_N_RECEIVE_ALIGN_ERROR	,	프리얼라인 Program에 에러가 발생했습니다	,	PRE_ALIGN_ALARM_OCCURRED	,	PRE_ALIGN_ALARM_OCCURRED	,	PRE_ALIGN_ALARM_OCCURRED	,	프리 얼라인 프로그램 UI를 확인 후 조치해주세요.	,	PLEASE CHECK THE IN PRE ALIGN PROGRAM UI AND TAKE ACTION.	,	PLEASE CHECK THE IN PRE ALIGN PROGRAM UI AND TAKE ACTION.	,	PLEASE CHECK THE IN PRE ALIGN PROGRAM UI AND TAKE ACTION.	,	HEAVY	,	PRE_ALIGN_VISION	,	SQUARE	,	0.2391653	,	0.3984375	,	0.117175	,	0.2421875
20502	,	VI_PRE_ALIGN_N_MODEL_LIST_TIMEOUT	,	프리얼라인 Program 모델 리스트 요청 응답 대기 시간을 초과 했습니다	,	PRE_ALIGN_MODEL_LIST_TIMEOUT	,	PRE_ALIGN_MODEL_LIST_TIMEOUT	,	PRE_ALIGN_MODEL_LIST_TIMEOUT	,	프리 얼라인 프로그램 UI를 확인 후 조치해주세요.	,	PLEASE CHECK THE IN PRE ALIGN PROGRAM UI AND TAKE ACTION.	,	PLEASE CHECK THE IN PRE ALIGN PROGRAM UI AND TAKE ACTION.	,	PLEASE CHECK THE IN PRE ALIGN PROGRAM UI AND TAKE ACTION.	,	HEAVY	,	PRE_ALIGN_VISION	,	SQUARE	,	0.2391653	,	0.3984375	,	0.117175	,	0.2421875
20503	,	VI_PRE_ALIGN_N_MODEL_NOT_FOUND	,	프리얼라인 Program에 현재 모델 정보가 등록되어 있지 않습니다	,	PRE_ALIGN_MODEL_NOT_FOUND	,	PRE_ALIGN_MODEL_NOT_FOUND	,	PRE_ALIGN_MODEL_NOT_FOUND	,	프리 얼라인 프로그램에 현재 모델 정보를 등록해주세요.	,	PLEASE REGISTER THE CURRENT MODEL INFORMATION ON IN PRE ALIGN.	,	PLEASE REGISTER THE CURRENT MODEL INFORMATION ON IN PRE ALIGN.	,	PLEASE REGISTER THE CURRENT MODEL INFORMATION ON IN PRE ALIGN.	,	HEAVY	,	PRE_ALIGN_VISION	,	SQUARE	,	0.2391653	,	0.3984375	,	0.117175	,	0.2421875
20504	,	VI_PRE_ALIGN_START_TIMEOUT	,	프리얼라인 촬상 시작 응답 대기 시간을 초과 했습니다	,	PRE_ALIGN_START_TIMEOUT	,	PRE_ALIGN_START_TIMEOUT	,	PRE_ALIGN_START_TIMEOUT	,	프리 얼라인 프로그램 UI를 확인 후 조치해주세요.	,	PLEASE CHECK THE IN PRE ALIGN PROGRAM UI AND TAKE ACTION.	,	PLEASE CHECK THE IN PRE ALIGN PROGRAM UI AND TAKE ACTION.	,	PLEASE CHECK THE IN PRE ALIGN PROGRAM UI AND TAKE ACTION.	,	HEAVY	,	PRE_ALIGN_VISION	,	SQUARE	,	0.2391653	,	0.3984375	,	0.117175	,	0.2421875
20505	,	VI_PRE_ALIGN_COMPLETE_TIMEOUT	,	프리얼라인 촬상 완료 대기 시간을 초과 했습니다	,	PRE_ALIGN_COMPLETE_TIMEOUT	,	PRE_ALIGN_COMPLETE_TIMEOUT	,	PRE_ALIGN_COMPLETE_TIMEOUT	,	프리 얼라인 프로그램 UI를 확인 후 조치해주세요.	,	PLEASE CHECK THE IN PRE ALIGN PROGRAM UI AND TAKE ACTION.	,	PLEASE CHECK THE IN PRE ALIGN PROGRAM UI AND TAKE ACTION.	,	PLEASE CHECK THE IN PRE ALIGN PROGRAM UI AND TAKE ACTION.	,	HEAVY	,	PRE_ALIGN_VISION	,	SQUARE	,	0.2391653	,	0.3984375	,	0.117175	,	0.2421875
20506	,	CO_PRE_ALIGN_COMPLETE_VALIDATION_FAIL	,	프리얼라인 촬상 완료 데이터 정합성이 맞지 않습니다	,	PRE_ALIGN_COMPLETE_VALIDATION_FAIL	,	PRE_ALIGN_COMPLETE_VALIDATION_FAIL	,	PRE_ALIGN_COMPLETE_VALIDATION_FAIL	,	프리 얼라인 프로그램 UI를 확인 후 조치해주세요.	,	PLEASE CHECK THE IN PRE ALIGN PROGRAM UI AND TAKE ACTION.	,	PLEASE CHECK THE IN PRE ALIGN PROGRAM UI AND TAKE ACTION.	,	PLEASE CHECK THE IN PRE ALIGN PROGRAM UI AND TAKE ACTION.	,	HEAVY	,	PRE_ALIGN_VISION	,	SQUARE	,	0.2391653	,	0.3984375	,	0.117175	,	0.2421875
